dataTime,level,mode,response_time,province,city,note
2023-06-23 10:23:40,INFO,user_manager.py,260,广东省,广州市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,orders_service.py,296,浙江省,湖州市,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,event.py,987,天津市,宝坻区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,goods_manager.py,838,安徽省,阜阳市,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,event.py,801,安徽省,芜湖市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,event.py,376,北京市,昌平区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,orders_service.py,497,上海市,普陀区,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,orders_service.py,286,天津市,武清区,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,barcode_service.py,959,北京市,大兴区,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,user_manager.py,959,北京市,海淀区,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,event.py,773,湖北省,十堰市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,base_network.py,20,重庆市,南岸区,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,orders_service.py,645,山东省,菏泽市,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,event.py,553,上海市,静安区,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,INFO,barcode_service.py,152,重庆市,万州区,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,event.py,759,江苏省,常州市,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,WARN,user_manager.py,856,广东省,珠海市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,WARN,base_network.py,983,湖南省,长沙市,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,orders_service.py,806,湖南省,长沙市,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,orders_service.py,228,广东省,深圳市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,WARN,event.py,578,广东省,广州市,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,goods_manager.py,820,重庆市,九龙坡区,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,barcode_service.py,965,广东省,深圳市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,user_manager.py,956,北京市,昌平区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,barcode_service.py,403,山东省,青岛市,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,barcode_service.py,923,湖南省,长沙市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,WARN,barcode_service.py,922,安徽省,芜湖市,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,orders_service.py,946,浙江省,杭州市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,goods_manager.py,7317,湖南省,长沙市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,barcode_service.py,692,安徽省,铜陵市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,336,安徽省,六安市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,goods_manager.py,4298,湖南省,长沙市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,WARN,barcode_service.py,28,湖南省,长沙市,【骚扰短信】我们是专业保洁公司的，哥，您在下沙滨江的别墅需要打扫卫生吗，价格合适，详情：400-618-9090
2023-06-23 10:23:40,WARN,goods_manager.py,426,山东省,菏泽市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,base_network.py,178,北京市,丰台区,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,orders_service.py,740,广东省,广州市,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,event.py,387,山东省,青岛市,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,orders_service.py,954,山东省,菏泽市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,event.py,179,广东省,广州市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,base_network.py,548,浙江省,舟山市,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,user_manager.py,527,上海市,徐汇区,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,orders_service.py,348,江苏省,张家港市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,WARN,user_manager.py,5979,上海市,宝山区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,shop_manager.py,280,浙江省,金华市,【骚扰短信】我们是专业保洁公司的，哥，您在下沙滨江的别墅需要打扫卫生吗，价格合适，详情：400-618-9090
2023-06-23 10:23:40,INFO,barcode_service.py,139,重庆市,沙坪坝区,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,orders_service.py,210,广东省,深圳市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,event.py,1,广东省,深圳市,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,orders_service.py,742,湖南省,张家界市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,WARN,orders_service.py,175,湖南省,长沙市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,shop_manager.py,754,广东省,广州市,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,goods_manager.py,319,重庆市,南岸区,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,user_manager.py,991,天津市,武清区,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,base_network.py,127,广东省,广州市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,WARN,base_network.py,300,湖北省,十堰市,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,orders_service.py,819,北京市,海淀区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,event.py,289,天津市,河西区,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,shop_manager.py,631,北京市,大兴区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,orders_service.py,745,天津市,河西区,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,orders_service.py,348,天津市,宝坻区,【骚扰短信】我们是专业保洁公司的，哥，您在下沙滨江的别墅需要打扫卫生吗，价格合适，详情：400-618-9090
2023-06-23 10:23:40,INFO,orders_service.py,3692,重庆市,万州区,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,event.py,262,天津市,和平区,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,goods_manager.py,587,江苏省,张家港市,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,user_manager.py,522,北京市,怀柔区,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,event.py,699,湖南省,株洲市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,barcode_service.py,918,安徽省,合肥市,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,user_manager.py,115,广东省,广州市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,orders_service.py,559,天津市,和平区,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,500,湖南省,株洲市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,orders_service.py,762,北京市,怀柔区,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,WARN,event.py,368,广东省,广州市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,orders_service.py,591,湖南省,益阳市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,barcode_service.py,663,北京市,海淀区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,shop_manager.py,83,天津市,河东区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,event.py,397,湖北省,武汉市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,goods_manager.py,344,安徽省,合肥市,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,event.py,177,山东省,菏泽市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,goods_manager.py,931,广东省,深圳市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,event.py,132,湖南省,张家界市,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,user_manager.py,329,江苏省,苏州市,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,goods_manager.py,591,安徽省,阜阳市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,ERROR,goods_manager.py,812,安徽省,芜湖市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,goods_manager.py,996,湖北省,武汉市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,shop_manager.py,107,广东省,广州市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,shop_manager.py,365,浙江省,绍兴市,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,goods_manager.py,983,北京市,丰台区,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,WARN,event.py,664,山东省,菏泽市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,WARN,shop_manager.py,458,上海市,徐汇区,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,WARN,event.py,824,安徽省,池州市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,WARN,base_network.py,292,江苏省,苏州市,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,INFO,orders_service.py,718,重庆市,九龙坡区,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,WARN,orders_service.py,36,湖南省,长沙市,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,goods_manager.py,382,江苏省,南京市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,goods_manager.py,505,天津市,河东区,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,orders_service.py,844,湖南省,长沙市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,event.py,732,广东省,广州市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,goods_manager.py,178,上海市,浦东新区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,goods_manager.py,673,山东省,菏泽市,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,INFO,orders_service.py,7245,上海市,浦东新区,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,INFO,user_manager.py,23,北京市,海淀区,数据库崩溃啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,296,广东省,广州市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,user_manager.py,697,湖北省,恩施土家族苗族自治州,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,user_manager.py,945,安徽省,六安市,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,orders_service.py,367,山东省,青岛市,【腾讯游戏】S99赛季结算完成，您在本赛季的排名是：青铜，请在S100赛季继续努力
2023-06-23 10:23:40,INFO,goods_manager.py,373,安徽省,芜湖市,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,barcode_service.py,971,上海市,静安区,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,WARN,event.py,503,安徽省,阜阳市,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,goods_manager.py,638,上海市,静安区,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,event.py,379,北京市,海淀区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,WARN,goods_manager.py,463,北京市,海淀区,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,barcode_service.py,889,天津市,河西区,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,barcode_service.py,941,湖南省,张家界市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,230,上海市,宝山区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,goods_manager.py,826,广东省,深圳市,【骚扰短信】我们是专业保洁公司的，哥，您在下沙滨江的别墅需要打扫卫生吗，价格合适，详情：400-618-9090
2023-06-23 10:23:40,INFO,orders_service.py,87,安徽省,池州市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,952,重庆市,九龙坡区,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,event.py,84,湖南省,长沙市,明天就发工资了，今天大家好好卷。
2023-06-23 10:23:40,INFO,barcode_service.py,368,山东省,青岛市,【骚扰短信】我们是专业保洁公司的，哥，您在下沙滨江的别墅需要打扫卫生吗，价格合适，详情：400-618-9090
2023-06-23 10:23:40,INFO,goods_manager.py,261,北京市,大兴区,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,goods_manager.py,323,天津市,河西区,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,goods_manager.py,712,重庆市,万州区,看啥呢，别看日志了，快写代码，说的就是你。
2023-06-23 10:23:40,INFO,orders_service.py,595,山东省,青岛市,想要高薪就业？除了Hadoop、Hive、Spark、项目以外，没事就要刷刷SQL，SQL经常面试用到哦。
2023-06-23 10:23:40,INFO,orders_service.py,420,湖北省,恩施土家族苗族自治州,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,orders_service.py,8577,北京市,海淀区,【Apache Spark】感谢您对Apache Spark开源项目的支持，截至今日您已贡献超过100000行代码。
2023-06-23 10:23:40,ERROR,user_manager.py,304,浙江省,嘉兴市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,event.py,25,重庆市,九龙坡区,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,WARN,barcode_service.py,631,北京市,怀柔区,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,WARN,orders_service.py,773,北京市,怀柔区,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
2023-06-23 10:23:40,INFO,user_manager.py,71,江苏省,苏州市,招商银行提示您，您尾号0000的账号，入账工资：150000元【代发】
2023-06-23 10:23:40,INFO,event.py,845,湖南省,长沙市,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,659,天津市,和平区,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,base_network.py,841,天津市,宝坻区,服务器宕机啦，快来恢复。
2023-06-23 10:23:40,INFO,event.py,328,湖北省,武汉市,看的爽不爽？多写两行代码都能实现。
2023-06-23 10:23:40,INFO,shop_manager.py,105,湖北省,武汉市,学IT来黑马，就来黑马程序员
2023-06-23 10:23:40,INFO,barcode_service.py,523,安徽省,阜阳市,【杭州下沙奔驰4S店】您的爱车：迈巴赫S650已经到了保养日期了，欢迎您到店保养。
2023-06-23 10:23:40,INFO,event.py,809,浙江省,舟山市,哥，保时捷新款SUV要来了解一下不
2023-06-23 10:23:40,INFO,orders_service.py,137,湖南省,株洲市,键盘敲烂，月薪过万。笔记翻烂，薄纱面试官。
2023-06-23 10:23:40,INFO,shop_manager.py,277,山东省,青岛市,【骚扰短信】招商银行提示您：您尾号0000的账户，存款超过10000000，可以升级到SVIP级别，详情点击：https://www.itheima.com
