orderID,barcode,count,name,unitID,pricePer,retailPrice,tradePrice,categoryID
154243655271015812332,6954767412573,1,可口可乐500ml,2,3,3,2.1,1
154243655308914008258,6901028118170,1,利群版包装,8,14,14,12.29,1
15424365384397049141,6901028317122,1,玉溪,8,23,23,20,1
154243661119217554455,99999999-1,1,无码商品,0,11,11,0,1
154243656439712577793,6926265329394,1,凤梨味硬糖,4,3.5,3.5,2.5,1
15424365652888145688,6948406100143,1,老皮干,4,4,4,0,10
154243656673924271161,6901028004046,1,双喜(金01)【包装】,8,15,15,12.93,21
154243657169915999547,6901028193498,1,黄芙蓉王,8,25,25,22.5,1
15424365723856189708,8888075024020,1,555（冰炫）,8,24,24,21.61,1
154243655996323096194,6901028314978,1,红塔山经典包装,8,8,8,6.67,21
154243657395213225880,69029783,2,小德芙,0,2,2,1.5,1
154243657420614002921,6901028191012,2,白沙包装,8,6.5,6.5,3.81,1
15424365756006186607,6921168509256,1,农夫山泉,2,2,2,0.93,1
154243657501422268357,6911316100312,1,比巴卜夹心泡泡糖5g,10,2.5,2.5,1.35,10
15424365780276183608,6925303730574,1,统一阿萨姆奶茶500ml,2,4,4,3.13,1
154243631237824072517,6901028191012,1,白沙包装,8,6.5,6.5,3.81,21
154243143687024071936,6933364808026,1,旺家婆盐局鸡腿味0g,8,8,8,0,10
154241874718524077536,6933125698873,1,湘潭铺子15元装,8,15,15,0,10
15424365827156972859,6901028221443,2,贵烟(跨越),8,25,25,21,1
154243658168812265821,6901028193498,1,黄王,8,25,25,21.83,1
15424365797506187407,6901028111263,1,南京（炫赫门）,8,18,18,14.31,1
15424364674527206707,6936869215085,1,味芝元鱼尾26g,8,1.5,1.5,0,1
15424364674527206707,6920907800616,1,好丽友蛋黄派,3,4,4,0,1
15424364674527206707,6922843700043,1,泡泡干,4,12,12,0,1
154243658753121511982,6921168500956,1,水溶C柠檬汁饮料445ml,2,5,5,4,11
154243659079820708326,6901028191012,1,白沙包装,8,7,7,3.81,21
154243659079820708326,6925909980151,1,张新发槟榔5g,8,20,20,15.58,10
15424365886367206304,6922824589018,1,涂层蛋卷牛奶味,4,3,3,0,1
154243660194913095024,6901028191012,4,白沙包装,8,6.5,6.5,3.81,1
154243659481522154336,6931273213559,1,和成天下槟榔运当头8g,8,15,15,12,10
15424365972198145579,6943345407452,1,牛尾巴,4,2.5,2.5,0,1
154243661423723233087,6901028063876,1,芙蓉王蓝新版包装,8,35,35,30,21
154243659992622333540,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
15424366002968674803,6970986730960,1,优质棉拖,18,15,15,8,1
15424366002968674803,6925121288257,1,完美之星棉拖,4,16,16,8.5,1
15424366002968674803,6901028193856,5,蓝芙蓉王,4,35,35,31,21
15424366002968674803,6925909980151,3,张新发槟榔,4,18,18,16,1
15424366002968674803,99999999-1,1,无码商品,0,30,30,0,1
154243659884922259282,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
15424366036466978609,99999999-1,1,无码商品,0,2,2,0,1
15424366036466978609,99999999-2,1,无码商品,0,18,18,0,1
154243660426321986769,6907992100272,1,伊利纯牛奶50ml,3,3,3,0,11
15424366067716903897,6951027300083,1,馋大嘴巴盐焗素鸡筋70g,8,1.5,1.5,1.05,1
15424366067716903897,6933311068183,1,傻二哥多味花生酱汁牛肉味 68g,8,2.5,2.5,1.6,1
15424366067716903897,6924874720076,1,蒲议蛋苕酥300g,8,10,10,8,1
154243660746622624163,6901533121443,1,万事发凤梨果酱夹心00g,8,3,3,2.5,10
154243660746622624163,6935041525066,8,旺仔小馒头原味蜂蜜16g,8,1,1,0.75,10
154243660746622624163,8888013,1,面粉,17,5,5,3.8,381
154243662116022284808,99999999-1,1,无码商品,0,57,57,0,1
154243661951216378806,6925814870097,1,九总二十元,4,18,18,0,1
154243662038416605596,99999999-1,1,无码商品,0,9,9,0,1
154243662442010092323,6922577726234,1,浓缩酸奶壶士味,8,5,5,4,1
15424366205768677669,6901028189613,1,黄鹤楼烟,0,30,30,23,1
154243662908323589759,6901028201179,3,白沙白细支包装,8,22,22,18.55,21
154243662279019822361,6901028004046,2,双喜01包装,8,15,15,12.93,21
15424366243206854714,6937350205127,1,家乡人正宗重庆酸辣粉115g,14,4.5,4.5,0,1
15424366243206854714,6925303773106,1,来一桶老坛酸菜牛肉面120g,14,4,4,0,1
15424366243206854714,6950038602162,1,玉晶泉黄酒,2,3.5,3.5,0,1
15424366335037006991,6933364808033,2,旺家婆原味土鸡爪50g,8,4.5,4.5,3.2,10
15424366335037006991,6925303723934,1,统一绿茶茉莉味调味茶饮料1升,2,4,4,2.3,1
154243664917123473698,6923644223458,1,蒙牛纯牛奶250ml,0,3,3,0,1
154243664917123473698,6926372510302,1,森林兔葱油酥饼,0,6,6,0,1
154243664169214989181,6934290901690,1,金梅姜丝5g,8,5,5,3.5,1
154243664169214989181,6901028191043,1,白沙品包装,8,9,9,7.63,1
154243664074924273411,6901028079952,2,钻石(荷花)【包装】,8,35,35,31.5,21
15424366460925807971,6901028000642,1,盒装经典双喜（440237）,0,12,12,0,1
154243661577423146953,6901028193498,1,芙蓉王包装,8,25,25,22.6,21
15424366507047243116,6923450657935,1,益达木糖醇无糖口香糖沁香蓝莓味56g,2,10,10,8,1
154243665173817444444,99999999-1,1,无码商品,0,5,5,0,1
154243665755112471430,99999999-1,1,无码商品,0,12,12,0,1
154243666025111483591,6903148170496,1,玉兰油美白滋润沐浴乳400ML,2,25,25,0,1
154243666025111483591,99999999-1,1,无码商品,0,18,18,0,1
154243666025111483591,6931008484308,1,加减120g冰糖杨梅,8,6,6,0,1
154243666009018029117,6901028126731,1,王冠象包装,8,20,20,15,21
15424366791753897488,4891028165279,1,维他巧克力豆奶250ml,2,3,3,2.1,1
154243665457317532844,6901028071765,2,8MG金中南海,8,7.5,7.5,5.73,1
154243666288724272354,6952813400031,1,食用青果槟榔(一品口味王爵爷）40g,8,15,15,12.5,10
154243666994112266865,6901028046886,1,云烟包装,8,10,10,9,1
154243666994112266865,6901028137508,1,七匹狼包装,8,15,15,13.25,1
154243667047723252918,99999999-1,1,无码商品,0,13,13,0,1
15424366834413892753,6902538004045,1,脉动青柠味,2,4,4,3.07,1
15424366744016017473,6901028000826,1,红双喜（软经典）,8,10,10,8.6,1
15424366883792773156,6901028000826,1,软经典,4,11,11,9.47,21
15424366883792773156,6921294305012,1,胶康师傅冰红茶,4,3,3,2.15,1
15424366787608149578,6943345407452,1,牛尾巴,4,2.5,2.5,0,1
15424366787608149578,6927462219525,1,金锣鸡肉火腿肠60g,4,2,2,0,1
15424366787608149578,6946995500801,1,福佳香唱片面包102g,8,3,3,0,1
15424366788156736634,6901028193498,1,芙蓉王（单盒）,8,25,25,22.5,1
15424366805358735664,6925909980151,1,张新发槟榔5g,8,18,18,15.58,1
15424366821529357395,6901028191043,1,白沙品包装,8,10,10,7.63,1
15424366528057047432,6907878033014,1,可口可乐 330ml,6,3,3,1.8,1
154243665645923141232,6901028192729,1,白沙精品三代包装,0,15,15,0,1
15424366927247405675,6901028191043,1,白沙(精品),8,10,10,7.65,1
15424366927247405675,6901028193498,1,芙蓉王(硬),8,25,25,21.86,1
15424366927247405675,6903622798932,1,邵阳大曲125mL,2,4,4,2.97,1
15424366951717222877,6901285991219,1,怡宝饮用纯净水555毫升,4,2,2,1.04,1
154243669556515493449,6901028063364,1,白沙新精品二代包装,8,10,10,8.8,1
154243669556515493449,6901028000826,1,双喜经典包装,8,10,10,8.58,1
154243669544319384562,6901028118811,1,特制长嘴利群,0,22,22,19.08,21
154243670231314196290,01,1,德芙巧克力,4,2,2,0,1
15424367709423331762,6907992100012,2,伊利优酸乳草莓味 250ml,4,2,2,1.8,1
154243664352822264007,6958214681888,1,15元松子食用槟榔,8,15,15,12,10
154243664352822264007,6901028193498,1,芙蓉王包装,8,25,25,22,21
154243670702714192353,6938097600107,1,502胶水,4,2,2,1,1
154243670702714192353,6949810502516,1,奥奇龙闪电发光安卓数据线L68A,5,25,25,0,1
154243670771521633738,6925909980151,1,张新发槟榔5g,8,20,20,16,10
154243670673819072975,6935041525066,1,旺仔小馒头原味蜂蜜16g,8,1,1,0.75,10
154243670535620116388,6935687719010,1,幸福厨小麦粉,0,8,8,0,1
154243669684515701516,6901028111263,1,南京赫门包装,8,17,17,14.31,1
154243671139114195581,6956064018137,1,500克加碘精制盐,8,2,2,1,1
154243671139114195581,6956064000705,1,雪天海藻碘低钠盐,8,2.5,2.5,1.5,1
154243671151419078154,6914782082380,2,徐福记迷你包鸡蛋香酥32g,8,1.5,1.5,1,10
154243671151419078154,6956481000036,1,奶油法饼,4,1,1,0.7,1
154243671151419078154,6943268000273,1,桃酥,4,1,1,0.7,1
154243380375115507091,6901028193498,1,芙蓉王包装,8,24,24,21.83,1
154243671634119076166,4891599338393,1,加多宝凉茶310ml,6,3.5,3.5,2.2,11
15424367187379061567,6925814851362,2,小龙王九总槟榔28g,8,13,13,11,1
15424367187379061567,6925814870097,1,九总二十元,4,18,18,15,1
15424367187379061567,6901028191043,1,白沙品包装,8,9.5,9.5,7.63,1
154243672025414194273,6903148078907,1,汰渍净白去渍无磷洗衣粉16kg,7,12,12,8.7,1
154243672025414194273,6920354807787,1,高露洁健白防蛀牙膏140g,13,12,12,8,1
15424367180156182433,6901028191012,1,软白沙,8,6.5,6.5,5.8,1
154243671905012471691,99999999-1,1,无码商品,0,10,10,0,1
154243672020619075299,6902538004045,1,乐百氏脉动青柠味600ml,2,4,4,3,11
154243672150919455573,99999999-1,1,无码商品,0,18,18,0,1
15424367231576212134,0309,1,05元棒棒糖,4,0.5,0.5,0.35,1
15424367231576212134,1001,1,一元系列,4,1,1,0.75,1
154243672365915507551,6900471253490,1,云上时光风味酸奶原味320g,2,10,10,8,1
154243672365915507551,6901028193498,1,芙蓉王包装,8,24,24,21.83,1
154243672400211655460,6901028191166,1,精白沙,10,92,92,88,21
154243672400211655460,6901028191135,2,软白沙条,0,60,60,55,1
154243672421219079474,6921311196364,1,康师傅冰红茶檬口味茶饮品1L,2,4,4,3,11
154243672421219079474,6917878039831,1,雀巢全家营养甜奶粉00g,7,17,17,16,11
15424367248862342447,6901028178099,2,黄鹤楼天下胜景包装,8,27,27,0,1
154243672321215342508,6933125666889,1,湘潭铺子枸杞槟榔35g,8,18,18,16,1
15424367343687124903,6901028191012,1,白沙(软),8,6,6,0,1
15424368062353337556,6901285991219,3,怡宝饮用纯净水555ml,4,2,2,1.33,1
154243673962022288855,99999999-1,1,无码商品,0,14,14,0,1
154243674007322623009,6940159410029,1,600百事可乐可乐型汽水,4,3,3,2.25,11
15424367549804422572,6901028129855,1,黄山（大壹品）,0,11,11,9.33,1
15424367559343784980,6901028005029,1,新版五叶神,3,12,12,10.3,1
154243675146020824096,6923644283575,3,蒙牛真果粒蓝莓口味250g,0,3.5,3.5,0,1
15424367542479499626,6903148091463,1,潘婷丝质顺滑洗发露200ML,4,18,18,1,1
15424367542479499626,6923450605288,1,绿箭金装口香糖薄荷味12片装,4,5,5,1,1
15424367542479499626,69028571,1,绿箭无糖薄荷糖原味薄荷口味35粒,4,9,9,6.4,1
154243675614218156226,007,1,一元火机,4,1,1,0.01,1
154243675614218156226,6901028123259,1,黄山记忆包装,8,10,10,8.8,21
154243678823921685795,6901028191043,1,白沙品包装,8,10,10,7.63,21
154243675883821631961,6925909980151,1,张新发槟榔5g,8,20,20,16,10
154243675883821631961,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
154243675869520694513,6901028118170,1,利群版包装,8,15,15,12.29,21
154243676322214199688,6900077044058,1,隆力奇蛇油膏60g,6,8,8,4.5,1
154243676374219219544,6931273213559,1,食用槟榔运当头8g,8,13,13,10.9,10
154243676688120829817,6921294349023,2,康师傅糖香柚子味饮品,4,3,3,0,1
154243676102822154815,6931273213559,1,和成天下槟榔运当头8g,8,15,15,12,10
15424367693915226638,6902902003506,1,210g美味鲜柱侯酱,0,4,4,3.5,1
154243677006112602115,6901028095884,1,黄果树征包装,8,5.5,5.5,4.77,21
154243677006112602115,6925303773915,3,统一老坛酸菜牛肉面121g,8,2.5,2.5,2,1
154243677006112602115,6900873772353,2,康师傅好滋味香辣牛肉96g,7,2,2,1.41,1
154243676919020691819,6901028317122,1,玉溪包装,8,23,23,20.14,21
154243677462016533087,6942217502677,1,小猪佩奇乳酸菌饮品流通版生菌原味00毫升x5瓶x6排,4,68,68,58,1
154243677589715133529,6901028193498,1,芙蓉王(硬),8,25,25,0,1
15424367819436063227,6926292531746,1,日美手套号M51812,4,15,15,6,9
154243678314723651123,6921311191987,1,康师傅茉莉蜜茶味茶饮品升,4,4,4,3,11
154243678274616172507,99999999-1,1,无码商品,0,2,2,0,1
154243678477722253897,6925909980342,1,张新发木糖醇20元槟榔,4,18,18,0,1
15424367949504421786,6901121300298,1,浪奇万丽洁厕精,0,4.5,4.5,3.4,1
15424367856628286708,6958214688887,1,叼嘴巴20元,8,16,16,14.5,1
154243678938823223630,6931273213559,1,食用槟榔运当头8g,8,15,15,12,10
154243678913210654969,6901028317122,1,玉溪软盒【包装】,4,23,23,21,1
15424367974186315026,6921168593569,1,茶π（蜜桃乌龙茶）,2,5,5,3.8,1
154243679899018347027,6956064000590,2,500克加碘精制盐,4,1.5,1.5,0.9,1
154243679899018347027,6925909980151,1,张新发槟榔5g,8,18,18,16,10
154243680060914192391,6907992514123,5,伊利果果昔酸奶饮品混合莓210g,2,6,6,5.3,1
15424368011027242577,6901028063364,1,白沙(硬新精品二代),3,10,10,8.8,1
15424368011027242577,6920734700776,1,康师傅 红烧牛肉面106g,14,4,4,3.25,1
154243680282910656302,6901028046886,1,云烟包装,4,10,10,9.6,21
15424368722023331471,6918551809734,1,五羊香草大杯73g,10,3,3,2,1
15424368722023331471,6938136800970,1,九制杨梅,8,5,5,4,1
154243680763613897803,99999999-1,1,无码商品,0,14,14,0,1
154243680714317771375,6901028191043,1,白沙精品包装,8,9,9,7.63,21
154243680866017651469,6914782114302,1,熊博士口嚼糖桔子味2g,0,1,1,0,1
154243680866017651469,6914782114319,1,熊博士口嚼糖葡萄味2克,0,1,1,0,1
154243680866017651469,6914782114326,1,熊博士口嚼糖水蜜桃味2g,0,1,1,0,1
154243680866017651469,6914782115651,1,熊博士芒果味糖22g,10,1,1,0,10
154243680866017651469,6914782115668,1,熊博士密瓜味22g,0,1,1,0,1
154243680866017651469,6931306700100,1,芝麻川豆茶,0,5,5,0,1
154243681414513891057,99999999-1,1,无码商品,0,7,7,0,1
154243681263820599026,99999999-1,1,无码商品,0,10,10,0,1
154243681470314197124,6948960100030,8,百威啤酒500ml,2,7,7,4.56,1
154243681239910656472,6901028048125,1,红梅香烟软黄【包装】,4,4.5,4.5,4,1
15424368162635096915,6928479743188,1,酥老汉 兰花豆140g,7,3.5,3.5,2.3,1
154243679400815797585,99999999-1,1,无码商品,0,25,25,0,1
154243678604124414350,6901668005717,1,奥利奥夹心原味高原装116g,0,7,7,0,1
154243678604124414350,6943737418165,1,香菇豆干,0,1,1,0,1
154243678604124414350,6901028024969,1,娇子包装,0,10,10,0,1
154243678604124414350,6901028188432,1,黄鹤楼万年红包装,0,18,18,0,1
154243674887411335960,6901028118170,1,利群版包装,8,14,14,12.29,1
154243674887411335960,6920761202120,1,加加标白醋50ml,2,4.5,4.5,3.8,1
154243681592016628772,6923644266066,1,蒙牛特仑苏纯牛奶250ml,3,6,6,4,1
154243682220317995834,6921468222947,2,好感觉水果糖,8,5,5,3.15,1
154243682220317995834,6903148054758,1,汰渍净白去渍洗衣粉檬清新型Kg,7,38,38,32.5,8
154243682466511498352,6925909960085,1,张新发门店木糖醇槟榔25g,8,17,15,12,1
154243682492620708564,99999999-1,1,无码商品,0,1,1,0,1
154243682492620708564,6901028191043,1,白沙品包装,8,10,10,7.63,21
154243682492620708564,6925909980151,1,张新发槟榔5g,8,20,20,15.58,10
154243682492620708564,6920907808117,1,好丽友好多鱼香茄汁味烤型马林薯膨化食品33g,3,4.5,4.5,3.5,10
154243682715314195583,6922577722090,1,君乐宝纯享益生菌风味发酵乳苹果味360ml,2,10,10,8,1
154243682715314195583,6926475203149,1,优乐美奶茶原味80g,15,3.5,3.5,2.33,1
154243682715314195583,6938888888851,1,香飘飘咖啡奶茶80g,15,3.5,3.5,2.8,1
154243682715314195583,6926475206430,1,优乐美红枣奶茶70g,2,5,5,3.46,1
154243682974522437963,6920761200669,1,加加鸡精100g,7,4,4,0,20
154243683223614198161,6901028315425,1,红塔山经典100包装,8,10,10,8.8,1
15424368326377735192,6925909980342,1,张新发木糖醇20元槟榔,8,18,18,16,1
154243683191218999639,6931273213238,1,食用槟榔出于蓝5g,8,20,20,0,10
154243683191218999639,6901028193498,1,芙蓉王包装,8,25,25,21.83,1
154243683398816171491,99999999-1,1,无码商品,0,3.5,3.5,0,1
154243683628223145541,6901754050171,1,乌江涪陵低盐榨菜0g,8,2,2,0,20
154243684043214191488,6911988006561,1,可比克蕃茄味薯片桶装05g,6,8,8,0,1
154243684043214191488,6920734742714,1,康师傅香菇炖鸡桶面,4,4,4,0,1
154243684043214191488,6935284488883,1,卫龙小面筋22g,8,0.5,0.5,0,1
154243684043214191488,6903653025984,1,威化餅180g0,7,4,4,2.8,1
154243684043214191488,6971355061531,1,百氏兄弟,4,6,6,0,1
154243684043214191488,6971355061524,1,百氏兄弟,4,6,6,0,1
15424368421917229125,6925303730574,1,统一阿萨姆原味奶茶,4,5.142857142857143,4,3.2,1
15424368421917229125,6954767412573,1,可口可乐500ml,4,3.8571428571428577,3,2,1
15424368416729499532,6922824000643,1,李锦记薄盐生抽,4,8,8,1,1
15424368416729499532,6924810801326,1,卡士鲜酪乳原味120g,4,9,9,8,1
15424368416729499532,6924810802248,2,卡士酸酪乳原味100g,5,11,11,0,1
154243684271624134461,4891028703204,1,维他柠檬茶柠檬味250ml6,0,38,38,0,1
154243684271624134461,6923644282479,1,定制纯牛奶,0,38,38,0,1
154243684271624134461,6924686560976,1,晨光红枣枸杞牛奶250ml6,0,45,45,0,1
15424368447097003984,6934502301850,1,500ml东鹏特饮维生素功能饮料,2,5,5,3.75,1
154243689054920035257,6901028071468,1,中南海mg包装,8,10,10,0,21
154243684927424245521,6901028160278,1,黄金叶途包装,0,15,15,0,1
154243685193814193828,6923567880103,1,咪咪虾条20g,8,0.5,0.5,0,1
154243685193814193828,6930917200078,1,卫龙点心面38g,8,1,1,0.7,1
154243685193814193828,6944910809268,1,花生米,8,3.5,3.5,0,1
154243685193814193828,6911988011602,1,达利园法式小面包香奶味00g,7,7,7,0,1
154243685479120783726,6901028046886,1,精品红云烟,8,10,10,8.8,21
154243685479120783726,4711588115715,1,绿520香烟,8,8,8,6.2,21
154243686142814192725,6921929900254,1,郫筒红油郫县豆瓣,2,5,5,4,1
154243686308116622078,9,1,炒货,4,5,5,3.5,2
154243686308116622078,6931008484278,1,正宗红梅,0,6.5,6.5,0,1
15424368653337229997,056,1,衣叉,4,5,5,2,1
15424368653337229997,6970407210101,1,盆,4,6,6,2.8,9
15424368653337229997,6932163001102,1,钢丝球,4,2,2,1,1
15424368653337229997,6921514941136,1,银河星桥,4,17,17,7.5,1
15424368653337229997,6971002741410,1,女士毛巾,4,8,8,5.2,1
154243686803015449100,6936599800131,1,香飘飘鸡蛋片包,4,3.5,3.5,0,1
154243687356914195763,6902088310900,1,力士香氛宠肤沐浴乳舞媚怡香720ml,2,38,38,27.8,1
154243687356914195763,6907435666983,1,好迪保湿定型啫喱水40ml,2,8,8,7.4,1
154243687356914195763,6938902619324,1,拉芳润肤洗手液柠檬00ml,2,10,10,5.8,1
15424369398163334920,6926475204474,1,喜之郎果粒爽水蜜桃味,7,3.5,3.5,2.2,1
15424369398163334920,6926475204481,1,喜之郎果粒爽红葡萄味,7,3.5,3.5,2.2,1
154243686954917531270,6901028180573,1,软蓝黄鹤楼,8,19,19,16.5,1
15424368365392003794,99999999-1,1,无码商品,0,15,15,0,1
154243687793514199973,6901028126212,1,黄山一品包装,8,5.5,5.5,4.45,1
154243687602419826740,6901028192095,1,白沙天天向上细支包装,8,15,15,12.93,21
154243688185314199091,6901028311151,1,云烟紫包装,8,11,11,9.1,21
154243688235423258757,6901826888138,1,南孚电池5号2粒,0,5,5,0,1
154243688182424073430,6925909960085,1,张新发门店木糖醇槟榔25g,8,15,15,0,10
154243689061921953377,6901028118170,1,利群版包装,8,14,14,12.29,21
15424368946607966519,6902083907150,1,娃哈哈营养快线水果酸奶饮品椰子味,2,4,4,3.07,1
15424368931404993001,6917878131504,2,雀巢脆脆鲨巢巧克力威化饼0,4,1.4810126582278482,1.5,0,1
15424368931404993001,6924160715052,1,无穷酱卤鸭翅92g,8,9.379746835443038,9.5,0,1
15424368931404993001,6952480069692,1,溜溜梅原西梅60g,8,5.4303797468354436,5.5,0,1
15424368931404993001,6924160712617,1,无穷盐焗鸡翅60g,8,9.379746835443038,9.5,7.8,1
15424368931404993001,6945309360339,1,自然派蜜汁猪肉条  65g,8,11.848101265822786,12,0,1
154243688587715131028,6901028075763,1,中华包装,8,46,46,42,1
15424369020126325929,6931273213559,1,食用槟榔（鸿运当头）,4,15,15,0,1
154243689116424378638,6901028191012,1,白沙包装,0,6,6,0,1
154243690900722286212,99999999-1,1,无码商品,0,3,3,0,1
154243688992417996978,6916196422349,1,李子园草莓风味乳饮料450ml,4,6,6,0,1
154243688992417996978,6921468222947,2,好感觉水果糖,8,5,5,3.15,1
154243690966015487777,6901028191166,1,精品白沙条装,10,80,80,76.32,1
154243691233321412202,6935563600265,1,美味鸭掌35g,7,2,2,1.2,10
154243691415024131039,6923644266318,1,蒙牛特仑苏纯牛奶250ml2,0,60,60,0,1
154243691415024131039,6908471008591,1,智汇养生六个核桃40ml2,0,52,52,0,1
15424369144286958175,99999999-1,1,无码商品,0,1,1,0,1
